Unnamed: 0,Name,Location,Year,Kilometers_Driven,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,Fuel_Type_Electric,Fuel_Type_Petrol,Transmission_Manual,Car_Age,Price_per_km
186,Mercedes-Benz E-Class E250 CDI Avantgrade,Bangalore,2014,37382,First,13.0,2143.0,201.1,5.0,11.48,32.0,False,False,False,10,0.0008560269648493927
187,Maruti Baleno Alpha,Kochi,2017,24773,First,21.4,1197.0,83.1,5.0,8.78,7.5,False,True,True,7,0.0003027489605619021
188,Hyundai Verna 1.6 SX,Delhi,2012,62000,First,22.32,1582.0,126.32,5.0,11.48,4.6,False,False,True,12,7.419354838709677e-05
189,Hyundai i10 Magna 1.1,Kochi,2017,52340,First,19.81,1086.0,68.05,5.0,11.48,4.04,False,True,True,7,7.718761941153993e-05
190,Mahindra Scorpio 1.99 S10 4WD,Kochi,2016,56739,First,15.4,1997.0,120.0,7.0,11.48,10.31,False,False,True,8,0.00018170922998290417
191,Land Rover Range Rover 2.2L Dynamic,Coimbatore,2018,36091,First,12.7,2179.0,187.7,5.0,11.48,55.76,False,False,False,6,0.001544983513895431
192,Ford Figo Diesel ZXI,Chennai,2010,120000,First,20.0,1399.0,68.0,5.0,11.48,2.6,False,False,True,14,2.1666666666666667e-05
193,Maruti Ertiga ZDI,Mumbai,2016,33000,First,25.47,1248.0,88.5,7.0,12.74,8.5,False,False,True,8,0.00025757575757575756
194,Honda City 1.5 GXI,Ahmedabad,2007,60006,First,0.0,1497.0,98.6,,11.48,2.95,False,True,True,17,4.9161750491617507e-05
195,Honda Amaze S i-Dtech,Kolkata,2014,52000,First,25.8,1498.0,98.6,5.0,11.48,3.5,False,False,True,10,6.73076923076923e-05
196,Hyundai i10 Magna,Jaipur,2015,43571,First,20.36,1197.0,78.9,5.0,11.48,3.55,False,True,True,9,8.147621124142204e-05
197,Honda Amaze S i-Dtech,Kolkata,2013,50000,First,25.8,1498.0,98.6,5.0,11.48,3.25,False,False,True,11,6.5e-05
198,Skoda Laura Ambiente,Hyderabad,2008,113000,First,17.5,1896.0,106.0,5.0,11.48,4.5,False,False,True,16,3.982300884955752e-05
199,Renault Duster 85PS Diesel RxL,Delhi,2014,90000,First,19.87,1461.0,83.8,5.0,11.48,5.35,False,False,True,10,5.944444444444444e-05
200,Mahindra NuvoSport N6,Chennai,2017,29000,Second,17.45,1493.0,100.0,7.0,10.52,6.5,False,False,True,7,0.00022413793103448276
201,Maruti Vitara Brezza ZDi Plus Dual Tone,Mumbai,2016,20000,First,24.3,1248.0,88.5,5.0,11.98,9.0,False,False,True,8,0.00045
202,Hyundai i20 Asta Option 1.2,Kochi,2016,61012,First,18.6,1197.0,81.83,5.0,11.48,6.0,False,True,True,8,9.834130990624795e-05
203,Skoda Fabia 1.4 MPI Ambiente,Jaipur,2009,87459,First,14.7,1390.0,85.0,5.0,11.48,2.75,False,True,True,15,3.144330486285002e-05
204,Tata Indigo eCS GLX,Pune,2010,70500,First,15.64,1193.0,64.1,5.0,11.48,1.5,False,True,True,14,2.1276595744680852e-05
205,Audi Q3 2012-2015 35 TDI Quattro Premium Plus,Delhi,2015,64103,First,15.73,1968.0,174.33,5.0,11.48,19.9,False,False,False,9,0.00031043788902235464
206,Skoda Octavia Elegance 1.8 TSI AT,Mumbai,2014,76000,First,14.7,1798.0,177.5,5.0,11.48,10.0,False,True,False,10,0.00013157894736842105
207,Toyota Etios Liva GD SP,Delhi,2014,104000,First,23.59,1364.0,67.06,5.0,11.48,3.0,False,False,True,10,2.8846153846153845e-05
208,Maruti Swift 1.3 VXi,Kolkata,2010,42001,First,16.1,1497.0,98.6,,11.48,2.11,False,True,True,14,5.0236899121449485e-05
209,Mercedes-Benz B Class B180,Kochi,2014,37245,First,14.8,1595.0,120.7,5.0,11.48,11.96,False,True,False,10,0.0003211169284467714
210,Honda Amaze S Diesel,Kolkata,2013,45000,First,27.4,1498.0,98.6,5.0,8.54,3.25,False,False,True,11,7.222222222222222e-05
211,Hyundai Verna 1.6 SX,Jaipur,2012,117837,Second,22.32,1582.0,126.32,5.0,11.48,4.75,False,False,True,12,4.0309919634749696e-05
212,Renault Duster 85PS Diesel RxL Optional,Mumbai,2014,30000,First,20.46,1461.0,83.8,5.0,11.48,5.95,False,False,True,10,0.00019833333333333335
213,Hyundai Creta 1.6 VTVT S,Delhi,2015,27057,Second,15.29,1591.0,121.3,5.0,11.48,8.15,False,True,True,9,0.00030121595150977567
214,Maruti Wagon R AMT VXI,Mumbai,2016,8500,First,20.51,998.0,67.0,5.0,11.48,4.22,False,True,False,8,0.0004964705882352941
215,Mercedes-Benz New C-Class C250 Avantgarde,Kolkata,2010,30500,First,11.74,1796.0,186.0,5.0,11.48,10.5,False,True,False,14,0.00034426229508196723
216,Audi A8 L 3.0 TDI quattro,Delhi,2012,56000,First,11.8,2967.0,246.7,5.0,11.48,45.0,False,False,False,12,0.0008035714285714286
217,Hyundai i10 Magna 1.1,Pune,2012,44000,Second,19.81,1086.0,68.05,5.0,11.48,2.9,False,True,True,12,6.59090909090909e-05
218,Skoda Rapid 1.6 MPI AT Style Black Package,Mumbai,2017,10500,First,14.3,1598.0,103.52,5.0,11.48,8.9,False,True,False,7,0.0008476190476190477
219,Skoda Superb Style 1.8 TSI AT,Hyderabad,2017,26000,First,14.67,1798.0,177.46,5.0,33.58,26.0,False,True,False,7,0.001
220,Hyundai i20 Active 1.2 SX,Coimbatore,2018,25166,First,17.19,1197.0,81.86,5.0,11.48,8.22,False,True,True,6,0.00032663116903759043
221,Honda Amaze VX i-DTEC,Kolkata,2014,64000,Second,25.8,1498.0,98.6,5.0,11.48,3.5,False,False,True,10,5.46875e-05
222,Maruti Wagon R LXI,Chennai,2004,61000,Second,18.9,998.0,67.1,5.0,11.48,1.25,False,True,True,20,2.0491803278688525e-05
223,Mahindra Verito 1.5 D4 BSIV,Hyderabad,2013,107000,First,21.03,1461.0,65.0,5.0,9.12,3.7,False,False,True,11,3.457943925233645e-05
224,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,29161,First,19.27,2143.0,167.62,5.0,11.48,39.41,False,False,False,6,0.0013514625698707176
225,Maruti Wagon R VXI,Kolkata,2013,32000,First,22.5,998.0,67.04,5.0,5.29,2.65,False,True,True,11,8.28125e-05
226,Nissan Terrano XV Premium 110 PS Anniversary Edition,Coimbatore,2015,46173,Second,19.01,1461.0,108.5,5.0,11.48,8.92,False,False,True,9,0.00019318649427154397
228,Mini Cooper Convertible S,Kochi,2017,26327,First,16.82,1998.0,189.08,4.0,44.28,35.67,False,True,False,7,0.0013548828199187147
229,Ford Figo Diesel,Bangalore,2015,70436,First,0.0,1498.0,99.0,,11.48,3.6,False,False,True,9,5.1110227724459085e-05
230,Tata Indica V2 DLS BSII,Jaipur,2007,200000,Second,17.2,1396.0,53.5,5.0,11.48,0.85,False,False,True,17,4.25e-06
231,Chevrolet Beat LT,Kochi,2016,60813,Second,18.6,1199.0,76.8,5.0,11.48,3.32,False,True,True,8,5.4593590186308845e-05
232,Volkswagen Polo Diesel Comfortline 1.2L,Mumbai,2012,45000,First,22.07,1199.0,73.9,5.0,11.48,3.6,False,False,True,12,8e-05
233,Maruti Swift ZDi,Hyderabad,2016,64000,First,22.9,1248.0,74.0,5.0,11.48,6.8,False,False,True,8,0.00010625
234,Ford Figo Diesel EXI,Kolkata,2012,41284,First,20.0,1399.0,68.05,5.0,11.48,2.5,False,False,True,12,6.055614766011045e-05
235,Toyota Innova Crysta 2.8 GX AT,Kochi,2019,14165,First,11.36,2755.0,171.5,7.0,20.74,19.64,False,False,False,5,0.001386516060713025
236,Hyundai Santa Fe 4x4 AT,Mumbai,2011,67000,Second,11.72,2199.0,194.3,7.0,11.48,7.0,False,False,False,13,0.0001044776119402985
237,Honda City i-VTEC V,Kolkata,2011,32572,First,17.4,1497.0,117.3,5.0,11.74,3.87,False,True,True,13,0.0001188137050227189
238,Hyundai i20 1.2 Magna Executive,Kochi,2018,14960,First,18.6,1197.0,81.83,5.0,11.48,6.27,False,True,True,6,0.0004191176470588235
239,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Kochi,2015,55980,First,19.27,2143.0,167.62,5.0,11.48,18.12,False,False,False,9,0.0003236870310825295
240,Chevrolet Beat Diesel LT,Mumbai,2013,74000,First,25.44,936.0,57.6,5.0,11.48,2.65,False,False,True,11,3.581081081081081e-05
241,Hyundai i20 Sportz 1.4 CRDi,Kochi,2015,56847,First,22.54,1396.0,88.73,5.0,11.48,7.2,False,False,True,9,0.00012665576019842736
242,Toyota Innova 2.5 Z Diesel 7 Seater,Coimbatore,2015,121374,First,12.99,2494.0,100.6,7.0,11.48,14.3,False,False,True,9,0.00011781765452238536
243,Maruti Ertiga VDI,Chennai,2013,52000,First,20.77,1248.0,88.76,7.0,11.48,6.9,False,False,True,11,0.0001326923076923077
244,Toyota Innova 2.5 V Diesel 7-seater,Mumbai,2014,118000,First,12.8,2494.0,102.0,7.0,11.48,10.75,False,False,True,10,9.110169491525424e-05
246,Honda City i VTEC V,Kochi,2016,33915,First,17.8,1497.0,117.3,5.0,11.48,8.09,False,True,True,8,0.0002385375202712664
247,BMW X1 sDrive20d,Ahmedabad,2014,82002,First,17.05,1995.0,184.0,5.0,11.48,18.5,False,False,False,10,0.00022560425355479136
248,Hyundai Grand i10 CRDi Era,Mumbai,2017,33000,First,24.0,1120.0,70.0,5.0,11.48,4.75,False,False,True,7,0.00014393939393939393
249,Maruti Ciaz 1.3 Alpha,Chennai,2016,34000,First,28.09,1248.0,88.5,5.0,11.48,8.45,False,False,True,8,0.0002485294117647059
250,Skoda Rapid Leisure 1.6 TDI MT,Kolkata,2012,55000,First,20.5,1598.0,103.6,5.0,11.48,3.5,False,False,True,12,6.363636363636364e-05
251,Hyundai Accent CRDi,Kochi,2006,160538,First,13.1,1493.0,82.0,5.0,11.48,1.8,False,False,True,18,1.1212298645803486e-05
252,Volkswagen Polo GT 1.5 TDI,Jaipur,2014,60000,Second,19.91,1498.0,103.6,5.0,11.48,3.7,False,False,True,10,6.166666666666667e-05
253,Honda Jazz 1.2 VX i VTEC,Coimbatore,2017,49575,First,18.7,1199.0,88.7,5.0,11.48,7.17,False,True,True,7,0.00014462934947049924
254,Hyundai i10 Era,Jaipur,2010,83000,First,19.81,1086.0,68.05,5.0,11.48,1.75,False,True,True,14,2.108433734939759e-05
255,Hyundai Tucson 2.0 e-VGT 2WD AT GLS,Kochi,2018,51346,First,16.38,1995.0,183.0,5.0,11.48,21.99,False,False,False,6,0.00042827094613017563
256,Toyota Innova Crysta 2.4 ZX MT,Pune,2017,43000,First,13.68,2393.0,147.8,7.0,25.52,18.65,False,False,True,7,0.0004337209302325581
257,Maruti Omni MPI CARGO BSIII W/ IMMOBILISER,Jaipur,2011,35000,Third,19.7,796.0,35.0,5.0,11.48,1.85,False,True,True,13,5.285714285714286e-05
258,Maruti Swift VXI BSIV,Coimbatore,2017,27872,Second,20.4,1197.0,81.8,5.0,11.48,5.95,False,True,True,7,0.00021347588978185993
259,Hyundai Grand i10 Magna,Mumbai,2014,16514,First,18.9,1197.0,82.0,5.0,11.48,3.75,False,True,True,10,0.00022708005328811917
260,Maruti Swift VDI,Pune,2012,120000,First,22.9,1248.0,74.0,5.0,11.48,3.75,False,False,True,12,3.125e-05
261,Hyundai Verna CRDi 1.6 SX,Hyderabad,2008,143275,First,22.0,1582.0,126.2,5.0,14.07,2.6,False,False,True,16,1.8146920258244634e-05
263,Hyundai i20 1.2 Sportz,Mumbai,2010,52000,First,17.0,1197.0,80.0,5.0,11.48,2.8,False,True,True,14,5.384615384615384e-05
264,Mercedes-Benz GLE 350d,Coimbatore,2017,29819,First,11.57,2987.0,254.79,5.0,95.13,61.29,False,False,False,7,0.002055400918877226
265,Mercedes-Benz New C-Class C 220 CDI CLASSIC,Bangalore,2014,57000,Second,15.8,2148.0,170.0,5.0,11.48,18.0,False,False,True,10,0.00031578947368421053
266,Maruti Ritz ZDi,Hyderabad,2014,88500,First,23.2,1248.0,73.94,5.0,11.48,4.35,False,False,True,10,4.9152542372881355e-05
267,Hyundai Creta 1.6 CRDi SX,Bangalore,2016,28000,First,19.67,1582.0,126.2,5.0,11.48,13.75,False,False,True,8,0.0004910714285714286
268,Maruti A-Star Vxi,Pune,2010,67000,First,19.0,998.0,66.1,5.0,11.48,2.0,False,True,True,14,2.9850746268656717e-05
269,Renault Duster 110PS Diesel RXZ Option,Delhi,2016,26000,First,19.64,1461.0,108.45,5.0,11.48,10.0,False,False,True,8,0.0003846153846153846
270,Fiat Grande Punto 1.3 Emotion Pack (Diesel),Delhi,2010,120000,First,17.8,1248.0,76.0,5.0,11.48,1.65,False,False,True,14,1.3749999999999999e-05
271,BMW X3 xDrive30d M Sport,Coimbatore,2017,51982,First,16.55,2993.0,258.0,5.0,11.48,45.77,False,False,False,7,0.0008804970951483206
272,Hyundai i10 Sportz,Bangalore,2010,36000,Second,20.36,1197.0,78.9,5.0,11.48,3.25,False,True,True,14,9.027777777777777e-05
273,Toyota Innova 2.5 G4 Diesel 7-seater,Pune,2016,47000,First,12.8,2494.0,102.0,7.0,11.48,12.8,False,False,True,8,0.0002723404255319149
274,Maruti Zen VXI BSII,Mumbai,2002,60000,Third,17.3,993.0,60.0,5.0,11.48,0.55,False,True,True,22,9.166666666666668e-06
275,Maruti Swift VDI,Hyderabad,2018,31025,First,28.4,1248.0,74.0,5.0,11.48,7.15,False,False,True,6,0.00023045930701047544
276,Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Pune,2013,105000,Second,12.05,2179.0,120.0,8.0,11.48,7.0,False,False,True,11,6.666666666666667e-05
277,Tata Zest Quadrajet 1.3 75PS XE,Pune,2017,121900,First,22.95,1248.0,74.0,5.0,8.34,3.75,False,False,True,7,3.0762920426579166e-05
278,Ford EcoSport 1.0 Ecoboost Titanium Plus,Mumbai,2017,22695,First,18.88,999.0,123.24,5.0,11.48,8.5,False,True,True,7,0.0003745318352059925
279,Maruti Swift Dzire ZDI,Jaipur,2012,73000,First,23.4,1248.0,74.0,5.0,11.48,4.35,False,False,True,12,5.9589041095890405e-05
280,Maruti Alto 800 LXI,Kochi,2016,32227,First,22.74,796.0,47.3,5.0,11.48,3.26,False,True,True,8,0.0001011574145902504
281,Honda City 1.5 S MT,Jaipur,2011,55000,First,17.0,1497.0,118.0,5.0,11.48,4.21,False,True,True,13,7.654545454545455e-05
282,Audi Q7 3.0 TDI Quattro Technology,Kochi,2018,11287,First,12.07,2967.0,241.4,7.0,11.48,70.36,False,False,False,6,0.006233720209090104
283,Skoda Laura 1.9 TDI AT Ambiente,Mumbai,2009,48000,Second,17.0,1896.0,105.0,5.0,11.48,2.95,False,False,False,15,6.145833333333334e-05
284,Hyundai Verna 1.6 SX VTVT (O),Kochi,2012,54308,First,17.1,1591.0,121.3,5.0,11.48,4.28,False,True,True,12,7.880975178610887e-05
285,Honda City 1.5 V AT,Jaipur,2009,78442,First,16.8,1497.0,118.0,5.0,11.48,3.57,False,True,False,15,4.5511333214349456e-05
286,Hyundai i20 Magna Optional 1.4 CRDi,Kolkata,2013,46000,First,21.9,1396.0,88.8,5.0,11.48,3.11,False,False,True,11,6.760869565217391e-05
287,Hyundai i20 Sportz AT 1.4,Coimbatore,2014,45051,First,15.0,1396.0,98.6,5.0,11.48,5.96,False,True,False,10,0.00013229451066569
288,Volkswagen Vento Diesel Highline,Hyderabad,2011,69000,First,20.54,1598.0,103.6,5.0,11.48,4.7,False,False,True,13,6.81159420289855e-05
289,Honda City i VTEC VX,Ahmedabad,2014,49000,First,17.4,1497.0,117.3,5.0,11.48,6.9,False,True,True,10,0.00014081632653061224
290,Tata Zest Quadrajet 1.3 75PS XE,Pune,2018,45000,First,22.95,1248.0,74.0,5.0,8.34,5.25,False,False,True,6,0.00011666666666666667
291,BMW 5 Series 2003-2012 520d,Pune,2015,64000,First,18.48,1995.0,177.0,5.0,11.48,28.0,False,False,False,9,0.0004375
292,Maruti Wagon R LXI Minor,Delhi,2009,60000,First,18.9,1061.0,67.0,5.0,11.48,1.35,False,True,True,15,2.25e-05
293,Honda Jazz VX,Delhi,2015,62178,First,18.2,1199.0,88.7,5.0,8.85,4.85,False,True,True,9,7.800186561163112e-05
294,Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,Coimbatore,2012,58006,First,15.0,1896.0,105.0,5.0,11.48,6.7,False,False,True,12,0.0001155052925559425
295,Hyundai i10 Magna 1.2,Hyderabad,2010,74000,First,20.36,1197.0,78.9,5.0,11.48,3.1,False,True,True,14,4.189189189189189e-05
296,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Kochi,2015,77771,First,19.27,2143.0,170.0,5.0,11.48,18.64,False,False,False,9,0.00023967802908539173
297,Hyundai i10 Magna 1.2 iTech SE,Pune,2012,45275,First,20.36,1197.0,78.9,5.0,11.48,2.8,False,True,True,12,6.184428492545554e-05
298,Toyota Innova Crysta 2.4 ZX MT,Chennai,2016,48000,First,13.68,2393.0,147.8,7.0,25.4,20.25,False,False,True,8,0.000421875
299,Audi A6 2011-2015 2.0 TDI Technology,Kochi,2015,31652,First,17.68,1968.0,174.33,5.0,11.48,26.78,False,False,False,9,0.0008460760773410844
300,Toyota Innova 2.5 VX (Diesel) 7 Seater,Hyderabad,2010,109000,Second,12.99,2494.0,100.6,7.0,11.48,8.26,False,False,True,14,7.577981651376146e-05
301,Volkswagen Polo Petrol Trendline 1.2L,Mumbai,2015,31978,First,16.47,1198.0,73.9,5.0,11.48,3.89,False,True,True,9,0.00012164613171555445
302,Maruti Alto K10 LXI,Hyderabad,2011,70000,First,20.92,998.0,67.1,5.0,11.48,2.1,False,True,True,13,3e-05
303,Honda City i-VTEC CVT ZX,Mumbai,2017,15000,First,18.0,1497.0,117.3,5.0,16.67,12.69,False,True,False,7,0.000846
304,Tata Indigo LX,Coimbatore,2013,59138,First,17.0,1405.0,70.0,5.0,11.48,2.58,False,False,True,11,4.36267712807332e-05
305,Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2014,61726,First,17.68,1968.0,174.33,5.0,11.48,20.77,False,False,False,10,0.0003364870556977611
306,Mercedes-Benz GLA Class 200 CDI SPORT,Delhi,2015,48000,First,17.9,2143.0,136.0,5.0,11.48,20.26,False,False,False,9,0.0004220833333333334
309,Maruti Celerio VXI AT,Hyderabad,2014,77815,First,23.1,998.0,67.04,5.0,11.48,4.25,False,True,False,10,5.461671914155369e-05
310,Mercedes-Benz GLE 250d,Hyderabad,2017,29000,First,17.9,2143.0,201.15,5.0,79.43,57.0,False,False,False,7,0.00196551724137931
311,Land Rover Range Rover HSE Dynamic,Delhi,2017,44000,First,12.7,2179.0,187.7,5.0,11.48,44.0,False,False,False,7,0.001
312,Volkswagen Vento Diesel Trendline,Hyderabad,2011,108626,First,20.54,1598.0,103.6,5.0,11.48,3.65,False,False,True,13,3.360153186161692e-05
313,Maruti Omni 8 Seater BSIV,Hyderabad,2012,71791,First,14.0,796.0,35.0,5.0,11.48,2.05,False,True,True,12,2.855511136493432e-05
314,Honda Brio 1.2 VX MT,Kochi,2012,91931,First,18.5,1198.0,86.8,5.0,6.62,3.13,False,True,True,12,3.404727458637456e-05
315,Tata Sumo Delux,Hyderabad,2000,158000,Second,14.07,2956.0,83.1,7.0,11.48,1.5,False,False,True,24,9.49367088607595e-06
316,Tata Indica Vista Aura 1.3 Quadrajet,Pune,2012,91183,First,18.0,1248.0,75.0,5.0,11.48,2.85,False,False,True,12,3.125582619567244e-05
317,Maruti Wagon R LXI BS IV,Delhi,2012,65000,First,18.9,998.0,67.1,5.0,11.48,2.65,False,True,True,12,4.076923076923077e-05
318,Mahindra XUV500 W8 4WD,Hyderabad,2015,88428,First,16.0,2179.0,140.0,7.0,11.48,10.6,False,False,True,9,0.00011987153390328854
319,Tata Indigo LS Dicor,Pune,2008,138000,Second,17.1,1396.0,70.0,5.0,11.48,1.25,False,False,True,16,9.057971014492753e-06
320,Maruti Ertiga Paseo VXI,Mumbai,2018,18000,First,16.02,1373.0,93.7,7.0,11.48,8.25,False,True,True,6,0.0004583333333333333
321,Honda Accord 2.4 A/T,Mumbai,2011,60000,First,11.7,2354.0,177.6,5.0,11.48,4.45,False,True,False,13,7.416666666666668e-05
322,Maruti Swift Dzire VDi,Kolkata,2012,48000,First,19.3,1248.0,73.9,5.0,11.48,3.7,False,False,True,12,7.708333333333334e-05
323,Ford Fiesta EXi 1.4 TDCi Ltd,Hyderabad,2009,160000,First,17.8,1399.0,68.0,5.0,11.48,2.8,False,False,True,15,1.75e-05
324,Honda City ZX GXi,Kolkata,2008,40000,First,17.7,1497.0,78.0,5.0,11.48,1.8,False,True,True,16,4.5e-05
325,Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2014,51495,First,17.68,1968.0,174.33,5.0,11.48,21.95,False,False,False,10,0.00042625497621128264
326,BMW 6 Series 640d Gran Coupe,Mumbai,2011,30000,First,9.52,2993.0,313.0,4.0,11.48,49.0,False,False,False,13,0.0016333333333333334
327,Audi Q7 45 TDI Quattro Technology,Coimbatore,2017,97430,First,14.75,2967.0,245.0,7.0,1.04,62.67,False,False,False,7,0.0006432310376680694
329,Hyundai i20 1.4 CRDi Asta,Pune,2012,83000,First,23.0,1396.0,90.0,5.0,11.48,5.5,False,False,True,12,6.626506024096386e-05
330,Hyundai i10 Sportz AT,Bangalore,2009,37000,Third,16.95,1197.0,78.9,5.0,11.48,2.95,False,True,False,15,7.972972972972974e-05
331,Honda Jazz 1.2 V CVT i VTEC,Kochi,2016,28503,First,19.0,1199.0,88.7,5.0,11.48,6.86,False,True,False,8,0.0002406764200259622
332,Maruti Swift VDI BSIV,Hyderabad,2015,76496,First,25.2,1248.0,74.0,5.0,11.48,6.15,False,False,True,9,8.039636059401799e-05
333,Hyundai i20 Asta 1.2,Pune,2011,79152,Second,18.5,1197.0,82.85,5.0,11.48,3.3,False,True,True,13,4.169193450576107e-05
334,Volkswagen Polo Petrol Comfortline 1.2L,Kolkata,2011,32000,First,16.47,1198.0,73.9,5.0,11.48,2.55,False,True,True,13,7.968749999999999e-05
335,Maruti Alto LXi,Ahmedabad,2009,35000,First,19.7,796.0,46.3,5.0,11.48,1.5,False,True,True,15,4.2857142857142856e-05
336,Toyota Corolla H4,Chennai,2004,105000,Second,11.3,1794.0,125.0,5.0,11.48,2.5,False,True,False,20,2.380952380952381e-05
337,Maruti Alto LXi,Chennai,2006,56000,Second,19.7,796.0,46.3,5.0,11.48,1.4,False,True,True,18,2.4999999999999998e-05
338,Tata Manza ELAN Quadrajet BS IV,Pune,2012,73000,First,21.12,1248.0,88.8,5.0,11.48,3.4,False,False,True,12,4.657534246575342e-05
339,Maruti Alto LXi,Pune,2012,38000,First,19.7,796.0,46.3,5.0,11.48,2.25,False,True,True,12,5.921052631578947e-05
340,Skoda Octavia Ambition Plus 2.0 TDI AT,Kolkata,2013,775000,First,19.3,1968.0,141.0,5.0,11.48,7.5,False,False,False,11,9.67741935483871e-06
341,Toyota Corolla H4,Kolkata,2008,80000,First,11.3,1794.0,125.0,5.0,11.48,2.8,False,True,False,16,3.5e-05
342,Hyundai i20 Asta Option 1.2,Coimbatore,2016,24973,First,18.6,1197.0,81.83,5.0,11.48,7.66,False,True,True,8,0.00030673126977135307
343,Maruti Vitara Brezza LDi,Chennai,2016,45000,First,24.3,1248.0,88.5,5.0,9.12,7.15,False,False,True,8,0.0001588888888888889
344,Honda City 1.5 V MT,Delhi,2010,87430,First,17.0,1497.0,118.0,5.0,11.48,3.5,False,True,True,14,4.00320256204964e-05
345,Tata Indica Vista Aqua 1.3 Quadrajet,Hyderabad,2014,133944,Second,18.0,1248.0,75.0,5.0,11.48,3.5,False,False,True,10,2.6130323120109898e-05
346,Honda Amaze S i-Dtech,Kolkata,2013,57000,First,25.8,1498.0,98.6,5.0,11.48,3.45,False,False,True,11,6.052631578947369e-05
347,Hyundai EON D Lite Plus,Coimbatore,2016,27904,First,21.1,814.0,55.2,5.0,11.48,3.55,False,True,True,8,0.00012722190366972478
348,BMW 3 Series Luxury Line,Kochi,2015,30717,Second,21.76,1995.0,190.0,5.0,58.67,25.99,False,False,False,9,0.0008461112738874239
349,Hyundai Verna 1.6 SX,Bangalore,2012,80000,First,22.32,1582.0,126.32,5.0,11.48,5.25,False,False,True,12,6.5625e-05
350,Tata Manza Club Class Quadrajet90 LS,Ahmedabad,2013,47304,First,21.02,1248.0,88.8,5.0,11.48,2.9,False,False,True,11,6.13055978352782e-05
351,Skoda Octavia RS,Jaipur,2005,100000,First,14.45,1984.0,227.0,5.0,28.37,2.05,False,True,False,19,2.0499999999999997e-05
352,Maruti Alto K10 VXI,Pune,2017,30000,First,24.07,998.0,67.1,5.0,4.48,3.75,False,True,True,7,0.000125
353,Ford Ecosport 1.5 DV5 MT Titanium Optional,Mumbai,2014,68000,First,22.7,1498.0,89.84,5.0,11.48,6.75,False,False,True,10,9.926470588235294e-05
354,Chevrolet Spark 1.0 LS,Kolkata,2011,21000,Second,18.0,995.0,62.0,5.0,11.48,0.95,False,True,True,13,4.523809523809524e-05
355,Jaguar XF 2.0 Diesel Portfolio,Hyderabad,2017,21000,First,19.33,1999.0,177.0,5.0,72.64,52.0,False,False,False,7,0.002476190476190476
356,Honda CR-V RVi MT,Jaipur,2007,119000,Third,13.1,1997.0,141.1,5.0,11.48,3.91,False,True,True,17,3.285714285714286e-05
357,Skoda Superb L&K 1.8 TSI AT,Kochi,2019,13747,First,14.67,1798.0,177.46,5.0,36.15,27.3,False,True,False,5,0.001985887830072016
